,name,country,sector,founded,marketcap,revenue,employees,website,ceo,idDocDB
4938,CANNY ELEVATOR,CHINA,,,1095000000,,,HTTP://WWW.CANNY-ELEVATOR.COM/EN/,,538370
4939,CANON INC,JAPAN,TECHNOLOGY,1937,26380000000,0,184034,HTTPS://WWW.CANOO.COM/,MR FUJIO MITARAI,209587
4940,CANOO CAREERS,TORRANCE,AUTOMOTIVE,2017,,,350,WWW.CANOO.COM,,120205
4941,CANOPY GROWTH,CANADA,CANNABIS,2013,1570000000,400000000,4434,HTTPS://WWW.CANOPYGROWTH.COM/,MR DAVID ERIC KLEIN,183423
4942,CANSINO BIOLOGICS,CHINA,AUTO TRANSPORTATION,2009,12122000000,675000000,726,HTTP://WWW.CANSINOTECH.COM/,DR XUEFENG YU PH D,118389
4943,CANSO CREDIT TRUST CANSO CREDIT INCOME FUND,CANADA,,,,,,,,389261
4944,CANTAB RESEARCH SPEECHMATICS,UNITED KINGDOM,TECHNOLOGY,2006,,3,52,HTTPS://WWW.SPEECHMATICS.COM/,,319782
4945,CANTABIL RETAIL INDIA,INDIA,CLOTHING,2000,240000000,,,,,104002
4946,CANTARGIA AB,SWEDEN,,,,,26,,,259193
4947,CANTEL MEDICAL,USA,,,3331000000,,2775,HTTP://WWW.CANTELMEDICAL.COM,,524683
4948,CANTEL MEDICAL ITALY SRL,ITALY,,,,,,,,140660
4949,CANVERA,INDIA,PRINTING PUBLISHING,2007,,,,,,
4950,CANVEST ENVIRONMENTAL PROTECTION GROUP COMPANY,HONG KONG,,2003,1188000000,866000000,3976,HTTP://WWW.CANVESTENVIRONMENT.COM/,MR GUOZHEN YUAN,206234
4951,CANWEL BUILDING MATERIALS GROUP LTD,CANADA,,,,,,,,153291
4952,CANZON ISRAEL LTD,ISRAEL,,,,,6,,MR AVISHAI FISHMAN,257297
4953,CAP,CHILE,,,2137000000,-585000000,,,,198622
4954,CAPACIT E INFRAPROJECTS,INDIA,ENGINEERING PROFESSIONAL SERVICES,,120000000,,,,,
4955,CAPARO ENGINEERING INDIA,INDIA,AUTO COMPONENTS,1968,,,,,,374904
4956,CAPARO GROUP,UNITED KINGDOM,OIL GAS,1968,,,,,,51535
4957,CAPCOM,JAPAN,VIDEO GAMES,1979,6480000000,803000000,2988,HTTPS://WWW.NSSOL.NIPPONSTEEL.COM/EN/,MR KENZO TSUJIMOTO,201692
4958,CAPE EAST,FRANCE,INDUSTRIAL MACHINERY,1893,32770000000,21460000000,180,HTTPS://WWW.CAPGEMINI.COM/,MR CHRISTOPHE CAPELLI,427271
4959,CAPELLI FOR YOU,ITALY,BEAUTY,2015,,1658750,16,HTTPS://WWW.CAPELLIFORYOU.IT/,,242690
4960,CAPEX SA,ARGENTINA,,,,,,,,79945
4961,CAPGEMINI,PARIS,BUSINESS SUPPORT SERVICES,1967,37820000000,21500000000,324700,,MR AIMAN EZZAT,230946
4962,CAPGEMINI ENGINEERING,,ANALYTICS KPO,,,,,,,310324
4963,CAPGEMINI TECHNOLOGY SERVICES INDIA LIMITED,,,,,,,,,267002
4964,CAPGEMINI UK PLC,UNITED KINGDOM,,,,,61000,,DR JONATHAN LEWIS,44694
4965,CAPILLARY TECHNOLOGIES,SINGAPORE,IT SERVICES CONSULTING,2008,,,,,,65400
4966,CAPITA LIFE AND PENSIONS SERVICES ISLE OF MAN LIMITED,UNITED KINGDOM,,,,,,,,199608
4967,CAPITAL APPRECIATION LTD,SOUTH AFRICA,,,,,365,,MR MICHAEL REUVEN PIMSTEIN,245834
4968,CAPITAL BUSINESS SYSTEMS,INDIA,IT SERVICES CONSULTING,1950,,,,,,114985
4969,CAPITAL CITY BANK GROUP,USA,BANKS FICIAL SERVICES,,560000000,,7500,HTTPS://WWW.CAPITALGROUP.COM/,TIMOTHY D ARMOUR,250905
4970,CAPITAL ENGINEERING NETWORK PUBLIC COMPANY LTD,THAILAND,,1994,,,50767,,MR CHIRDSAK KUKIATTINUN,331833
4971,CAPITAL ENVIRONMENT HOLDINGS LTD,HONG KONG,,,18210000000,,5133,,MR FUJING LI,245834
4972,CAPITAL FINSERVE,INDIA,NBFC,2007,38390000000,4,249,HTTPS://WWW.CAPITALNUMBERS.COM/,,164958
4973,CAPITAL FOODS,INDIA,FOOD PROCESSING,1996,4070000000,,86,,MR JAN MOTZ,398426
4974,CAPITAL GEARING TRUST,UK,FINTECH,2012,1145000000,81000000,100,HTTPS://WWW.CAPITALGEARINGTRUST.COM/,MR TZE WOOI TAN,178122
4975,CAPITAL GROUP COMPANIES INC THE,UNITED STATES,BANKING AND FICIAL SERVICES,1994,59670000000,32100000000,50767,,RICHARD D FAIRBANK,193888
4976,CAPITAL INDIA FINANCE,INDIA,FICIAL SERVICES,1994,1622000000,14,14600,HTTPS://WWW.CAPITALINDIA.COM/,,534359
4977,CAPITAL INTERNATIONAL MANAGEMENT COMPANY S A RL,ITALY,,,,,,,,281509
4978,CAPITAL ONE FINANCIAL CORPORATION,USA,,1994,59670000000,2019000000,50800,HTTPS://WWW.CAPITALONE.COM/,RICHARD FAIRBANK,98007
4979,CAPITAL REGIONAL PLC,UNITED KINGDOM,,,,,418,,MR LAWRENCE FRANCIS HUTCHINGS,15833
4980,CAPITAL SECURITIES CORP,TAIWAN,,,,,,,,245834
4981,CAPITALCOM EVENTS,FRANCE,MEDIA,2010,,4,5,HTTP://WWW.CAPITALCOMEVENTS.FR/,,301620
4982,CAPITALONLINE DATA SERVICE CO LTD,CHINA,,,957000000,,,HTTP://CAPITALONLINE.NET/,,290983
4983,CAPITALONTAP,UK,FINTECH,2012,1205000000,82238372,147,HTTPS://WWW.CAPITALONTAP.COM/EN/,,
4984,CAPITALPARTNERSSPAINGROUPO 16255179,HARJU MAAKOND TALLINN KESKLINNA LINNAOSA NARVA MNT,FUND MANAGEMENT ACTIVITIES,,,,,,,
4985,CAPITEC BANK,SOUTH AFRICA,BANKS FICIAL SERVICES,2001,12820000000,1645000,13333,HTTPS://WWW.CAPITECBANK.CO.ZA/,GERRIE FOURIE,82655
4986,CAPITOL HEALTH LIMITED,AUSTRALIA,,,,,,,MR JUSTIN SAMUEL WALTER MPH JCU,103794
4987,CAPITOLIS,UNITED STATES,FINTECH,2017,,,,,,
4988,CAPLIN POINT LABORATORIES,INDIA,PHARMA,1990,,,,,,33224
4989,CAPMAN OYJ,FINLAND,,,,,160,,,257290
4990,CAPRAL LIMITED,AUSTRALIA,,,,,1000,,MR ANTHONY M DRAGICEVICH A C A B COM B COMM ACA,181511
4991,CAPRARI SPA,ITALY,,,,,,,,538586
4992,CAPRI GLOBAL CAPITAL,INDIA,NBFC,1997,,,,,,97291
4993,CAPRI HOLDINGS,UK,CLOTHING,,8270000000,576000000,9300,HTTPS://WWW.CARETECH-UK.COM/,MR JOHN D IDOL,79434
4994,CAPRICORN LOGISTICS,INDIA,LOGISTICS,2001,,,,,,257403
4995,CAPS KUNSTSTOFFE,GERMANY,CHEMICALS,2014,,2,1,HTTPS://WWW.CAPS-KUNSTSTOFFE.DE,MR MARTIN STURNER,7797
4996,CAPSICUM REINSURANCE BROKERS,UNITED KINGDOM,INSURANCE,2013,,54,142,HTTPS://WWW.CAPSICUMRE.COM/,,175758
4997,CAPSTAR FINANCIAL,USA,BANKS FICIAL SERVICES,,390000000,,,,,172836
4998,CAPSTONE COPPER,CANADA,MINING,2004,3320000000,139000000,510,HTTP://WWW.CAPSTONEINFRASTRUCTURE.COM/HOME,MR DARREN M PYLOT,352424
4999,CAPSTONE GREEN ENERGY,USA,MANUFACTURING RENEWABLE ENERGY ENERGY,,40690000,,,,,361658
5000,CAPSULE,UNITED STATES,HEALTH,2015,,,,,,14141
5001,CAPTAIN TRACTORS,INDIA,AUTOMOBILE,1994,,,,,,398482
5002,CAPTII LTD,SINGAPORE,,,,,181,,,194229
5003,CAPTIVATEIQ,UNITED STATES,FINTECH,2014,,1,25,HTTPS://WWW.CAPTIVEA.COM,,
5004,CAR INC,CHINA,,2007,1022999999,,,HTTPS://EN.ZUCHE.COM/,,40471
5005,CAR MAX,ITALY,AUTOMOBILES,2012,390000000,1,3,HTTPS://WWW.CARMAXSRL.COM,,287194
5006,CARA THERAPEUTICS,USA,PHARMACEUTICALS CANNABIS,,580000000,,,,,161274
5007,CARABAO GROUP PUBLIC COMPANY,THAILAND,,2001,4200999999,481000000,,HTTP://WWW.CARABAOGROUP.COM/,MR SATHIEN SETTHASIT,46587
5008,CARACENI,ROME,CLOTHING ACCESSORIES,1913,,,,,,431146
5009,CARASSO MOTORS LTD,ISRAEL,AUTOMOBILE,1959,,,906,,MR AVI TAMIR,177611
5010,CARATLANE TRADING,INDIA,JEWELLERY,2008,,,,,,24276
5011,CARAVEL MINERALS LIMITED,AUSTRALIA,,,,,426,,MR JACOB WILLIAM DINGLE,306252
5012,CARAVEL PELLI PREGIATE SPA,ITALY,,,,,,,,405638
5013,CARBOCLOR SA,ARGENTINA,,,,,,,,29988
5014,CARBON,UNITED STATES,HARDWARE,2013,20980000000,186990000000,45570,HTTPS://WWW.CARDOC.CO.KR/,,16005
5015,CARBON HEALTH,UNITED STATES,HEALTH,2015,20610000000,181360000,47300,HTTPS://WWW.CARDINALHEALTH.COM,MIKE KAUFMANN,57199
5016,CARBON LINK LIMITED,UNITED KINGDOM,,,,,,,,175938
5017,CARBORUNDUM UNIVERSAL,INDIA,MANUFACTURING,1954,2130000000,412000000,5172,HTTPS://WWW.CUMI-MURUGAPPA.COM/,,65822
5018,CARCAMOVIL,SPAIN,RETAIL,2013,,29,682,HTTPS://LACASADELASCARCASAS.ES/,,
5019,CARD FACTORY PLC,UNITED KINGDOM,,,,,8000,,MR DARCY WILLSON RYMER,389892
5020,CARDEKHO,INDIA,INTERNET,2008,,,,,,
5021,CARDINAL ENERGY,CANADA,OIL GAS ENERGY,1971,860000000,171300000000,,,MR M SCOTT RATUSHNY,361658
5022,CARDINAL HEALTH INC,UNITED STATES,,,,,44000,,MR MICHAEL C KAUFMANN,130820
5023,CARDIOVASCULAR SYSTEMS,USA,MEDICAL DEVICES,2008,550000000,267000000,591,HTTPS://WWW.CARDLYTICS.COM/,,323575
5024,CARE,INDIA,FICIAL SERVICES,1950,230000000,296000000,645,HTTPS://WWW.CAREDXINC.COM/,,181122
5025,CARE HEALTH INSURANCE,INDIA,INTERNET,2012,,,,,,542080
5026,CARE HOSPITAL,INDIA,HEALTHCARE,1997,,,,,,181122
5027,CARE IT SOLUTIONS,INDIA,IT SERVICES CONSULTING,2003,,,,,,10455
5028,CAREBRIDGE,UNITED STATES,HEALTH,2019,,,,,,
5029,CAREER LAUNCHER,INDIA,EDUCATION TRAINING,1996,,,,,,353319
5030,CAREER TECHNOLOGY,TAIWAN,,,,,,,MR CHANG YING TSAI,204298
5031,CAREERNET CONSULTING,INDIA,OTHER,1999,,,,,,334373
5032,CAREFUL SERVICE,GERMANY,HEALTH,2014,,3537769,141,HTTPS://WWW.CAREFUL-SERVICE.COM/,,243677
5033,CAREL INDUSTRIES,ITALY,TECHNOLOGY,1973,2883000000,333000000,1865,HTTPS://WWW.CAREL.COM/,MR FRANCESCO NALINI,143299
5034,CARERX CORPORATION,CANADA,AIRLINES TRANSPORTATION,2002,1510000000,582000000,1378,HTTP://WWW.CARGOJET.COM/,MR DAVID MURPHY,68848
5035,CARESOFT GLOBAL,UNITED STATES OF AMERICA,IT SERVICES CONSULTING,2004,,,,,,204086
5036,CARETEL INFOTECH,INDIA,ANALYTICS KPO,2004,,,,,,115390
5037,CARGILL,UNITED STATES USA,FOOD PROCESSING,1865,11590000000,9610000000,40000,HTTP://WWW.CARNIVALCORP.COM/,ARNOLD W DONALD,238062
5038,CARGILL BUSINESS SERVICES,UNITED STATES OF AMERICA,BPO,2015,,,,,,128594
5039,CARGO SERVICE CENTER INDIA,INDIA,LOGISTICS,1994,,,,,,270787
5040,CARGO TRUCK DIRECT CTD,GERMANY,TRANSPORT,2010,,7,26,HTTPS://WWW.CT-DIRECT.DE,,5067
5041,CARGOAIR,SOFIA,DELIVERY SERVICES,2007,2970000000,3656000,11062,HTTPS://WWW.CARGOTEC.COM/,MR MIKA VEHVILAINEN HSE,270864
5042,CARGURUS,USA,TRAVEL TOURISM,2006,1410000000,951000000,1203,HTTPS://WWW.CARGURUS.COM/,,
5043,CARIBBEAN AIRLINES,PIARCO,CONGLOMERATE,2006,,,,,,506359
5044,CARILLION ALAWI LLC,OMAN,FACILITY MANAGEMENT SERVICES,1979,,,,,,20788
5045,CARIMI S R L,ITALY,COSTRUZIONI IMPIANTISTICA,,,,13709,,,25595
5046,CARINDALE PROPERTY TRUST,AUSTRALIA,,,,,,,MR PETER KENNETH ALLEN,60053
5047,CARIS LIFE SCIENCES,UNITED STATES,HEALTH,1996,,,11000,,MR D CHRISTIAN KOCH,293287
5048,CARL WALTHER GMBH,ULM,DEFENSE,1886,,,,,,419300
5049,CARL ZEISS,GERMANY,OTHER,2009,11700000000,1814000,3000,HTTPS://WWW.ZEISS.COM,MARKUS WEBER,61872
5050,CARL ZEISS MEDITEC AG,GERMANY,HEALTHCARE,,,1814000,3000,,MARKUS WEBER,61872
5051,CARL ZEISS VISION ITALIA SPA,ITALY,MANUFACTURING,1982,,,,,,61872
5052,CARLISLE COMPANIES,USA,USED CAR RETAILER CAR RETAIL,1917,12400000000,4810000,11000,HTTPS://WWW.CARLISLE.COM,,446902
5053,CARLO GAVAZZI HOLDING AG,SWITZERLAND,,,,,1033,,,311261
5054,CARLOS CASADO SA,ARGENTINA,,,,,,,,442930
5055,CARLSBERG,DENMARK,FOOD DRINK TOBACCO,1847,19210000000,10600000000,39375,HTTPS://CARLSBERGGROUP.COM/,CEES T C HART,363046
5056,CARLSBERG BREWERY MALAYSIA BHD,MALAYSIA,,,1508000000,,,HTTPS://CARLSBERGMALAYSIA.COM.MY/,,408966
5057,CARLSBERG CROATIA,KOPRIVNICA,BREWERS,2004,,,,,,273707
5058,CARLTON BATES COMPANY,UNITED STATES,,,,,,,,192454
5059,CARLTON INVESTMENTS LIMITED,AUSTRALIA,,,,,2,,MR ADRIAN CALDWELL COOK B BUS C A FAICD M APP FIN,245834
5060,CARMAT SA,FRANCE,,2014,2113000000,429000000,139,HTTPS://WWW.CARMILA.COM/EN/,MR STEPHANE PIAT,29988
5061,CARMAX,UNITED STATES,RETAILING,1993,10270000000,31900000000,32647,HTTPS://WWW.CARMAX.COM/,BILL NASH,185988
5062,CARMELA DI CARO,ITALY,FOOD BEVERAGE,2007,,4,8,HTTPS://WWW.OLIODICARO.COM,,26238
5063,CARMEUSE,LOUVAIN LA NEUVE,GENERAL MINING,1860,,,,,,
5064,CARMIT CANDY INDUSTRIES LTD,ISRAEL,,,,,88,,,331833
5065,CARNEGIE INVESTMENT BANK,STOCKHOLM,INVESTMENT SERVICES,1803,,,,,,261605
5066,CARNIVAL CINEMAS,INDIA,MEDIA ENTERTAINMENT,2012,,,,,,148707
5067,CAROUSELL,SINGAPORE,E COMMERCE DIRECT TO CONSUMER,2012,,,,,,260030
5068,CARPENTER TECHNOLOGY,USA,STEELINDUSTRY,,1980000000,1970000000,4100,HTTPS://WWW.CARPENTERTECHNOLOGY.COM,,366544
5069,CARPENTERIA MARTINO,ITALY,CONSTRUCTION,2006,,9719750,27,HTTPS://WWW.CARPENTERIAMARTINO.COM/,,308933
5070,CARPIGIANI,BOLOGNA,DURABLE HOUSEHOLD PRODUCTS,1944,,,,,,
5071,CARPINIENNE DE PARTICIPATIONS SA,FRANCE,CONSUMER DEFENSIVE,,16110000000,81863000,322164,HTTPS://WWW.CARREFOURUAE.COM/,MR DIDIER LEVEQUE,297405
5072,CARR S GROUP PLC,UNITED KINGDOM,,,,,1153,,,362507
5073,CARRANCO,SPAIN,FOOD BEVERAGE,2006,1420000000,4176440,5,HTTPS://WWW.CARRANCOSL.COM/,MR ERNEST C GARCIA III,
5074,CARREAU CONCEPT,FRANCE,CONSTRUCTION,2011,14040000000,5053947,13,HTTPS://WWW.CARREAUCONCEPT.COM,ALEXANDRE BOMPARD,427434
5075,CARREFOUR,FRANCE,RETAIL AND WHOLESALE,1959,13910000000,87800000000,321000,,ALEXANDRE BOMPARD,344059
5076,CARREFOURSA CARREFOUR SABANCI TICARET MERKEZI A S,TURKEY,,,,,10174,,,416170
5077,CARRERA SUNGLASSES,PADUA,CLOTHING ACCESSORIES,1956,,,,,,71375
5078,CARRIAGE SERVICES,USA,RESTAURANT CHAINS FOOD,1915,440000000,375000000,58000,HTTPS://WWW.CARRIAGESERVICES.COM/,DAVID GITLIN,135501
5079,CARRIER,UNITED STATES USA,CONSUMER ELECTRONICS APPLIANCES,1915,37320000000,20440000000,58000,,MR DAVID L GITLIN,259087
5080,CARRIER CAREERS,PALM BEACH GARDENS,MECHANICAL INDUSTRIAL ENGINEERING,1902,40790000000,,5000,WWW.CARRIER.COM,MR DAVID L GITLIN,460568
5081,CARRIER GLOBAL,FLORIDA,CAPITAL GOODS,1915,,20600000000,58000,,DAVID L GITLIN,65836
5082,CARRIER GLOBAL CORPORATION,UNITED STATES,INDUSTRIALS,1915,40790000000,,58000,,MR DAVID L GITLIN,154326
5083,CARROLS RESTAURANT GROUP,USA,RESTAURANTCHAINS FOOD,,100000000,1700000000,6375,HTTPS://WWW.CARS.COM,,387427
5084,CARROZZERIA BONESCHI,MILAN,COMMERCIAL VEHICLES TRUCKS,1919,,,,,,62801
5085,CARROZZERIA SCAGLIETTI,MODENA,COMMERCIAL VEHICLES TRUCKS,1951,,,,,,436003
5086,CARS24,INDIA,INTERNET,2015,,,,,,
5087,CARSALES,AUSTRALIA,USED CAR RETAILER INTERNET CAR RETAIL TECH,1997,5520000000,352000000,1200,HTTPS://WWW.CARSALES.COM.AU/,MR CAMERON MCINTYRE,
5088,CARSGEN THERAPEUTICS HOLDINGS LIMITED,CHINA,,,1720000000,,,HTTPS://WWW.CARSGEN.COM/,,17034
5089,CARSLIFT,FRANCE,AUTOMOBILES,2012,,2226659,35,HTTP://WWW.CARSLIFT.FR/,,
5090,CARSON GROUP,UNITED STATES,FINTECH,2012,,,,,,379693
5091,CARSPAO 11401883,TARTU MAAKOND TARTU LINN TARTU LINN PALLASE PST,CAR WASHING AND OTHER SERVICES,,,,,,,
5092,CART2INDIA ONLINE RETAIL,,RETAIL,,,,,,,431525
5093,CARTAMUNDI,TURNHOUT,TOYS,1970,,,,,,
5094,CARTER S,USA,CLOTHING RETAIL,1865,3150000000,3486000000,15900,HTTPS://WWW.CARTERS.COM,ERNEST GARCIA III,29085
5095,CARTRACK HOLDINGS,SOUTH AFRICA,,,995000000,,,HTTPS://WWW.CARTRACK.CO.ZA/,,163602
5096,CARTRADE COM,INDIA,INTERNET,2009,,,,,,270696
5097,CARVER BANCORP,USA,BANKS FICIAL SERVICES,,20110000,,,,,98007
5098,CARY GROUP HOLDING AB,SWEDEN,,,,,1431,,LINDA MARIA ELISABETH WIKSTR M,235850
5099,CARZONE,CHINA,E COMMERCE DIRECT TO CONSUMER,2018,,,,HTTPS://WWW.CARZONE.IE/,,
5100,CASA DAMIANI SPA,ITALY,HEALTH,2017,,2436000,38,HTTPS://WWW.CDRSEMPIONE.IT/,MR STEFANO DALLAGO,62409
5101,CASA EMTIA PETROL KIMYEVI VE TUREVLERI SAN TIC A S,TURKEY,,,,,15,,,211020
5102,CASA GRAND BUILDER,INDIA,REAL ESTATE,2004,,,,,,316607
5103,CASA HOLDINGS LTD,SINGAPORE,,,,,,,MR SOO KONG LIM,274733
5104,CASA RICORDI,MILAN,PUBLISHING,1808,,,,,,226144
5105,CASA SYSTEMS,USA,TELECOMMUNICATIONS EQUIPMENT,1975,320000000,889000000,2900,HTTPS://WWW.CASELLA.COM/,,250130
5106,CASABLANCA GROUP LTD,HONG KONG,,,,,516,,MR SZE TSAN CHENG,193501
5107,CASE NEW HOLLAND CONSTRUCTION EQUIPMENT INDIA,UNITED KINGDOM UK,INDUSTRIAL MACHINERY,1842,,,,,,195542
5108,CASELLA WASTE SYSTEMS,,,,4470000000,1050000000,2900,,,245004
5109,CASEPOINT,UNITED STATES,IT SERVICES CONSULTING,2008,,,17960,,MR DARREN M REBELEZ,
5110,CASEY S GENERAL STORES,USA,,,8990000000,13930000000,20451,,,378045
5111,CASH CONVERTERS INTERNATIONAL LIMITED,AUSTRALIA,,,,,,,MR BERNARD WILSON,13828
5112,CASHBOX PARTYWORLD CO LTD,TAIWAN,,,,,,,,172976
5113,CASHBUILD LTD,SOUTH AFRICA,,,,,,,MR WERNER F DE JAGER,194229
5114,CASHPOR MICRO CREDIT,INDIA,NBFC,2002,,,,,,305776
5115,CASILLO COMMODITIES ITALIA SPA,ITALY,WHOLESALE TRADE,1993,,,,,,2295
5116,CASILLO PARTECIPAZIONI SPA,ITALY,FICE INSURANCE AND REAL ESTATE,1998,,,,,,484873
5117,CASIN REAL ESTATE DEVELOPMENT GROUP,CHINA,REAL ESTATE,,550000000,,,HTTP://WWW.CASINDEV.COM/,,8951
5118,CASINO AIR CATERERS FLIGHT SERVICES,INDIA,FACILITY MANAGEMENT SERVICES,2005,,,,,,469491
5119,CASINO COSMOPOL,STOCKHOLM,GAMBLING,1999,,,,,,439299
5120,CASINO GUICHARD PERRACHON,FRANCE,RETAIL,,1390000000,35160000000,196307,HTTPS://WWW.GROUPE-CASINO.FR/EN/,MR JEAN CHARLES HENRI NAOURI,214616
5121,CASIO,JAPAN,ELECTRONICS,1946,2410000000,1841000,11193,HTTPS://WWW.CASIO.COM/,MR KAZUHIRO KASHIO,353028
5122,CASIO INDIA COMPANY,INDIA,CONSUMER ELECTRONICS APPLIANCES,1996,,,,,,55898
5123,CASPARDEROIJO 14573969,HARJU MAAKOND TALLINN LASNAM E LINNAOSA SEPAPAJA TN,BUSINESS AND OTHER MANAGEMENT CONSULTANCY ACTIVITIES,,,,,,,
5124,CASPAROJAM GI 12513164,,,,,,,,,361897
5125,CASPARREO 10273549,TARTU MAAKOND KASTRE VALD HAASLAVA K LA LESOO VKT,OTHER BUSINESS SUPPORT SERVICE ACTIVITIES N E C,,,,,,,
5126,CASPIAN SUNRISE PLC,UNITED KINGDOM,,,,,201,,MR KUAT RAFIKULY ORAZIMAN,65475
5127,CASPIN RESOURCES LIMITED,AUSTRALIA,,,,,,,,390077
5128,CASS INFORMATION SYSTEMS,USA,PROFESSIONAL SERVICES FICIAL SERVICES,1998,650000000,0,,HTTPS://WWW.CASSAVASCIENCES.COM/,,152752
5129,CASSA DEPOSITI E PRESTITI SPA,ITALY,FICE INSURANCE AND REAL ESTATE,1946,,,11,,MR PIERPAOLO GUZZO,118674
5130,CASSAVA SCIENCES,USA,DIAGNOSTICS BIOTECH,2007,1470000000,94000000,345,HTTPS://CASTLEBIOSCIENCES.COM/,JOHN CHIMINSKI,39371
5131,CASSIAR GOLD CORP,CANADA,,,,,,,MR MARCO IVAN BAPTISTA ROQUE,91096
5132,CASSINA S P A,MEDA,FURNISHINGS,1927,,,10075,,MS ANNACARIN GRANDIN,355425
5133,CAST CAREERS,NEW YORK,INFORMATION TECHNOLOGY SERVICES,1998,,,350,WWW.CASTSOFTWARE.COM,,460568
5134,CAST GROUP S R L,ITALY,PRODOTTI AGRICOLI,,,,5113,,,152196
5135,CAST GROUP UNIPERSONALE,ITALY,AGRICULTURAL COMMODITIES,2009,,2,7,HTTPS://WWW.CAST-GROUP.IT,,1121
5136,CAST SA,FRANCE,MEDIA,2010,,5,334,HTTPS://WWW.CASTORETPOLLUX.COM,MR VINCENT DELAROCHE,212336
5137,CASTAGNARI,RECANATI,RECREATIONAL PRODUCTS,1914,,,,,,
5138,CASTECH,CHINA,,,1061000000,,,HTTPS://WWW.CASTECH.COM/,,
5139,CASTELLANI IT S R L,ITALY,ARREDAMENTO,,,,4428,,,502245
5140,CASTELLUM,SWEDEN,REAL ESTATE,1993,4640000000,738000000,427,HTTPS://WWW.CASTELLUM.SE,HANS JARL RUTGER ARNHULT,87473
5141,CASTEX TECHNOLOGIES,INDIA,AUTO COMPONENTS,1983,1852000000,552000000,587,HTTPS://WWW.CASTROL.COM/EN_IN/INDIA.HTML,MR SHUI SHU HUNG,435828
5142,CASTLE ALTERNATIVE INVEST AG,IRELAND,,,,,,,,275415
5143,CASTLE PEAK HOLDINGS PUBLIC COMPANY LTD,THAILAND,,,,,,,,274733
5144,CASTLE PRIVATE EQUITY AG,SWITZERLAND,,,,,,,,155862
5145,CASTRO MODEL LTD,ISRAEL,,,,,2641,,MR GABRIEL ROTTER,344858
5146,CASTROL,UNITED KINGDOM UK,CHEMICALS AGRI INPUTS,1899,,,,,,101863
5147,CASWELL INC,TAIWAN,,,,,,,,139540
5148,CATALENT,UNITED STATES,PHARMACEUTICALS BIOTECH,2007,9080000000,4820000000,19000,HTTP://THECATALYX.COM/,MR JOHN R CHIMINSKI,
5149,CATALENT ANAGNI SRL,ITALY,,,,,,,,54862
5150,CATALYST METALS LIMITED,AUSTRALIA,,,,,400,,,189887
5151,CATANA GROUP SA,FRANCE,OTHER,2010,,,329,,MR OLIVIER PONCIN,362507
5152,CATAWIKI,AMSTERDAM,INTERNET,2008,,,,,,208327
5153,CATCHA INVESTMENT CORP,MALAYSIA,,,,,,,MR PATRICK GROVE,245834
5154,CATELLA AB,SWEDEN,REAL ESTATE,,2756000000,131000000,501,HTTPS://CATENAFASTIGHETER.COM/,MR CHRISTOFFER ABRAMSON,267519
5155,CATENON SA,SPAIN,,,,,80,,MR MIGUEL NGEL NAVARRO BARQU N,29988
5156,CATERING INTERNATIONAL SERVICES SA,FRANCE,,,,,11702,,MR R GIS ARNOUX,68334
5157,CATERPILLAR,USA,DOW JONES MACHINERY MANUFACTURING MANUFACTURING,1925,134430000000,50971000000,107700,HTTPS://WWW.CATERPILLAR.COM/,JIM UMPLEBY,85979
5158,CATHAY BIOTECH INC,CHINA,,2000,8351000000,320000000,1308,HTTPS://WWW.CATHAYBIOTECH.COM/,DR XIUCAI LIU,226212
5159,CATHAY CHEMICAL WORKS INC,TAIWAN,INSURANCE,1975,17480000000,34500000000,90,HTTPS://WWW.CATHAYHOLDINGS.COM,CHUNG HSI LIU,216875
5160,CATHAY FINANCIAL,,,,20220000000,17100000000,571,,,98106
5161,CATHAY FINANCIAL HOLDING CO LTD,,,,29580000000,,57347,,,376815
5162,CATHAY GENERAL BANCORP,USA,,1962,3575000000,652000000,1156,HTTPS://WWW.CATHAYBANK.COM,,98007
5163,CATHAY LIFE,HONG KONG,INSURANCE,,7020000000,,,,,98106
5164,CATHAY PACIFIC AIRWAYS,HONG KONG,,1946,5257000000,5811000,33000,HTTPS://WWW.CATHAYPACIFIC.COM,MR KIN WING TANG,98106
5165,CATHAY REAL ESTATE DEVELOPMENT,TAIWAN,REAL ESTATE,,600000000,,,,,8951
5166,CATHAY UNITED BANK,,BANK,,,,,,,98106
5167,CATHEDRAL ENERGY SERVICES LTD,CANADA,,,,,118,,MR THOMAS J CONNORS,277512
5168,CATL,CHINA,BATTERIES ELECTRICITY,,163490000000,39870000000,33078,,,
5169,CATO FASHION,USA,RETAIL CLOTHING,1965,200000000,740000000,7500,HTTPS://WWW.CAVCO.COM,,132389
5170,CATO NETWORKS,ISRAEL,CYBERSECURITY,2015,,,,,,154850
5171,CATRAPORT,PORTUGAL,AUTOMOBILES,2015,,7294549,46,HTTP://WWW.CATRAPORT.PT/,,
5172,CATUAV,MOI,AEROSPACE,2007,,,,,,
5173,CAVALIER CHOCOLATE,EEKLO,FOOD PRODUCTS,1996,,,,,,65907
5174,CAVATINA HOLDING SP LKA AKCYJNA,POLAND,,,,,,,,423902
5175,CAVCO INDUSTRIES,CANADA,PACKAGING,,2060000000,2100000000,6300,HTTP://WWW.CCLIND.COM/,MR GEOFFREY T MARTIN,249799
